grower_id,state,district,tehsil,language,device_type,grower_age,gender,grower_crop_calendar,product_scan,product_name,product_scan_datetime,grower_farm_size,offline_campaign_attended,campaign_attendance_date,crop,sowing_start,harvest_start,tillering_date,flowering_date
GRW_00057,Haryana,Hisar,Hisar_T116,Hindi,smartphone,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.15,1,2026-01-31,chickpea,2025-10-20,2026-03-01,,
GRW_00058,Maharashtra,Akola,Akola_T067,Marathi,smartphone,30,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,,2025-11-25 11:08:17,0.71,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00059,Haryana,Rohtak,Rohtak_T024,Hindi,smartphone,71,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Vibrance Integral,2025-12-17 12:02:58,4.38,0,,chickpea,2025-10-20,2026-03-01,,
GRW_00060,Bihar,Muzaffarpur,Muzaffarpur_T137,Hindi,keypad,68,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,2.58,0,,chickpea,2025-10-20,2026-03-01,,
GRW_00061,Uttar Pradesh,Varanasi,Varanasi_T023,Hindi,smartphone,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,2.24,1,2025-11-19,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00062,Punjab,Bathinda,Bathinda_T165,Punjabi,smartphone,45,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Vertimec 1.8 EC,2025-10-29 19:54:59,1.37,1,2025-10-29,chickpea,2025-10-20,2026-03-01,,
GRW_00063,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T106,Hindi,smartphone,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,0.41,1,2025-11-02,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00064,Haryana,Karnal,Karnal_T112,Hindi,smartphone,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,2.63,1,2026-03-11,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00065,Haryana,Rohtak,Rohtak_T093,Hindi,smartphone,72,male,,0,,,1.02,1,2026-02-10,unknown,,,,
GRW_00066,Rajasthan,Bikaner,Bikaner_T090,Hindi,smartphone,67,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.99,1,2026-03-12,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00067,Maharashtra,Jalgaon,Jalgaon_T102,Marathi,smartphone,63,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Cruiser 350 FS,2025-10-02 10:42:39,0.48,1,2025-10-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00068,Gujarat,Ahmedabad,Ahmedabad_T010,Gujarati,smartphone,25,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00069,Uttar Pradesh,Varanasi,Varanasi_T145,Hindi,smartphone,36,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Amistar 250 SC,2025-11-25 14:34:17,0.79,1,2025-11-15,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00070,Uttar Pradesh,Lucknow,Lucknow_T108,Hindi,keypad,43,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,0.63,1,2025-10-13,potato,2025-10-15,2026-01-20,,
GRW_00071,Rajasthan,Bharatpur,Bharatpur_T107,Hindi,keypad,60,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.13,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00072,Rajasthan,Bikaner,Bikaner_T068,Hindi,smartphone,30,female,,0,,,1.64,1,2026-02-12,unknown,,,,
GRW_00073,Rajasthan,Bikaner,Bikaner_T082,Hindi,smartphone,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Actara 25 WG,2026-03-15 12:06:41,2.28,1,2026-03-12,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00074,Haryana,Sirsa,Sirsa_T033,Hindi,keypad,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.22,1,2026-01-03,chickpea,2025-10-20,2026-03-01,,
GRW_00075,Haryana,Sirsa,Sirsa_T065,Hindi,smartphone,69,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.06,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00076,Bihar,Muzaffarpur,Muzaffarpur_T085,Hindi,smartphone,31,male,,0,,,2.74,0,,unknown,,,,
GRW_00077,Punjab,Amritsar,Amritsar_T085,Punjabi,smartphone,35,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.96,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00078,Bihar,Patna,Patna_T128,Hindi,smartphone,67,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.78,1,2025-10-11,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00079,Rajasthan,Bharatpur,Bharatpur_T028,Hindi,smartphone,54,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,0.46,1,2025-11-16,barley,2025-11-01,2026-03-10,,
GRW_00080,Uttar Pradesh,Lucknow,Lucknow_T059,Hindi,smartphone,27,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,2.12,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00081,Uttar Pradesh,Lucknow,Lucknow_T087,Hindi,keypad,47,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.12,1,2026-01-02,chickpea,2025-10-20,2026-03-01,,
GRW_00082,Punjab,Amritsar,Amritsar_T078,Punjabi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,2.13,0,,chickpea,2025-10-20,2026-03-01,,
GRW_00083,Punjab,Amritsar,Amritsar_T026,Punjabi,smartphone,63,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,2.8,1,2026-02-09,chickpea,2025-10-20,2026-03-01,,
GRW_00084,West Bengal,Bardhaman,Bardhaman_T020,Bengali,smartphone,69,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,1.28,1,2026-02-05,lentil,2025-10-25,2026-03-15,,
GRW_00085,Bihar,Patna,Patna_T155,Hindi,keypad,36,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.91,1,2025-12-25,chickpea,2025-10-20,2026-03-01,,
GRW_00086,Punjab,Amritsar,Amritsar_T025,Punjabi,smartphone,40,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,1.64,1,2026-02-22,potato,2025-10-15,2026-01-20,,
GRW_00087,Bihar,Muzaffarpur,Muzaffarpur_T010,Hindi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Cruiser 350 FS,2025-11-27 09:02:48,1.99,1,2025-11-18,chickpea,2025-10-20,2026-03-01,,
GRW_00088,Haryana,Karnal,Karnal_T121,Hindi,smartphone,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.52,1,2026-03-25,chickpea,2025-10-20,2026-03-01,,
GRW_00089,Bihar,Muzaffarpur,Muzaffarpur_T053,Hindi,smartphone,56,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,4.65,0,,lentil,2025-10-25,2026-03-15,,
GRW_00090,Gujarat,Rajkot,Rajkot_T100,Gujarati,unknown,52,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00091,Madhya Pradesh,Sehore,Sehore_T034,Hindi,smartphone,38,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Actara 25 WG,2025-10-07 13:30:13,0.49,1,2025-10-02,chickpea,2025-10-20,2026-03-01,,
GRW_00092,Uttar Pradesh,Varanasi,Varanasi_T044,Hindi,smartphone,64,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.11,1,2026-02-19,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00093,Rajasthan,Bharatpur,Bharatpur_T003,Hindi,keypad,58,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,2.91,0,,barley,2025-11-01,2026-03-10,,
GRW_00094,Maharashtra,Amravati,Amravati_T070,Marathi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,1.23,0,,safflower,2025-10-15,2026-02-20,,
GRW_00095,Rajasthan,Sikar,Sikar_T152,Hindi,smartphone,22,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Actara 25 WG,2026-03-31 12:15:24,1.57,1,2026-03-27,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00096,Madhya Pradesh,Ratlam,Ratlam_T028,Hindi,smartphone,52,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.93,1,2026-01-09,chickpea,2025-10-20,2026-03-01,,
GRW_00097,Rajasthan,Bikaner,Bikaner_T048,Hindi,smartphone,50,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.18,1,2025-12-07,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00098,Haryana,Hisar,Hisar_T021,Hindi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,0.94,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00099,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T132,Hindi,keypad,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,0.69,1,2026-02-11,potato,2025-10-15,2026-01-20,,
GRW_00100,Uttar Pradesh,Varanasi,Varanasi_T124,Hindi,smartphone,25,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",1,Amistar 250 SC,2026-01-19 09:19:38,1.91,0,,potato,2025-10-15,2026-01-20,,
GRW_00101,Uttar Pradesh,Meerut,Meerut_T030,Hindi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",1,Amistar 250 SC,2026-01-11 09:22:48,2.32,1,2026-01-01,potato,2025-10-15,2026-01-20,,
GRW_00102,Madhya Pradesh,Sehore,Sehore_T007,Hindi,smartphone,44,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Movondo,2026-02-04 13:37:06,2.06,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00103,Haryana,Karnal,Karnal_T080,Hindi,smartphone,32,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Amistar 250 SC,2025-12-24 18:30:27,0.54,1,2025-12-15,chickpea,2025-10-20,2026-03-01,,
GRW_00104,Uttar Pradesh,Lucknow,Lucknow_T153,Hindi,smartphone,42,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00105,Uttar Pradesh,Agra,Agra_T047,Hindi,smartphone,59,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Topik 15 WP,2026-03-15 10:45:36,1.08,1,2026-03-08,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00106,Bihar,Muzaffarpur,Muzaffarpur_T066,Hindi,smartphone,69,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,,2025-12-02 11:34:23,1.0,1,2025-11-23,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00107,Karnataka,Kalaburagi,Kalaburagi_T024,Kannada,smartphone,70,female,,0,,,1.64,0,,unknown,,,,
GRW_00108,Madhya Pradesh,Ujjain,Ujjain_T018,Hindi,keypad,50,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,3.41,1,2026-02-13,chickpea,2025-10-20,2026-03-01,,
GRW_00109,Haryana,Hisar,Hisar_T022,Hindi,smartphone,56,female,,0,,,5.5,1,2025-11-19,unknown,,,,
GRW_00110,Uttar Pradesh,Agra,Agra_T090,Hindi,keypad,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.82,1,2025-10-14,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00111,Haryana,Karnal,Karnal_T096,Hindi,smartphone,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.64,1,2026-02-28,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_00112,Rajasthan,Jaipur,Jaipur_T041,Hindi,smartphone,53,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Tilt 250 EC,2026-01-10 13:56:26,2.85,1,2026-01-01,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00113,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T081,Hindi,smartphone,48,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2026-03-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00114,Punjab,Bathinda,Bathinda_T076,Punjabi,smartphone,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Kavach 75 WP,2026-02-03 17:13:14,3.96,1,2026-02-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_00115,Punjab,Patiala,Patiala_T105,Punjabi,keypad,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,2.15,1,2025-10-06,potato,2025-10-15,2026-01-20,,
